Player,Role,Avg_Price_Cr,Max_Price_Cr,Times_Auctioned,Total_Runs,Balls_Faced,Strike_Rate,Total_Wickets,Economy_Rate,Runs_Norm,SR_Norm,Wickets_Norm,Performance_Score_Raw,Performance_Score,Value_Flag
Ishan Porel,Bowler,0.25,0.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Ishank Jaggi,Batsman,0.15,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Ishant Sharma,Bowler,2.5,3.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Ishwar Chandra Pandey,Bowler,0.85,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Isuru Udana,All-Rounder,0.5,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
J Suchith,All-Rounder,0.2,0.3,2,0.0,0.0,0.0,19.0,8.39,0.0,0.0,12.666666666666666,5.7,3.8,Fair Price
Jacob Oram,All-Rounder,0.38,0.38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jacques Kallis,All-Rounder,5.5,5.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Jagadeesha Suchith,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jalaj Saxena,All-Rounder,0.38,0.9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
James Faulkner,All-Rounder,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
James Neesham,All-Rounder,0.8,1.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jaskaran Singh,Bowler,0.1,0.1,1,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.8,1.2,Fair Price
Jason Behrendorff,Bowler,1.12,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jason Holder,All-Rounder,2.59,8.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jason Roy,Batsman,1.5,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jasprit Bumrah,Bowler,1.2,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jatin Saxena,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Javon Searless,All-Rounder,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jayant Yadav,All-Rounder,0.77,1.7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jaydev Shah,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jaydev Unadkat,Bowler,3.77,11.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jean-Paul Duminy,All-Rounder,1.6,2.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jeevan Mendis,All-Rounder,0.38,0.38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jesse Ryder,All-Rounder,1.95,1.95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jhye Richardson,Bowler,14.0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Jitesh Sharma,Wicket Keeper,0.15,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Joe Denly,Batsman,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Joel Paris,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jofra Archer,All-Rounder,7.6,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Johan Botha,All-Rounder,3.38,3.38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
John Hastings,All-Rounder,0.9,1.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jonny Bairstow,Wicket Keeper,4.47,6.75,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Jos Buttler,Wicket Keeper,4.1,4.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Josh Hazlewood,Bowler,3.42,7.75,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Joshua Philippe,Wicket Keeper,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Juan Theron,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
K.Bhagath Varma,All-Rounder,0.2,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
K.C Cariappa,Bowler,0.25,0.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
K.C. Cariappa,Bowler,1.6,2.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
K.K. Jiyaz,Bowler,0.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
K.M. Asif,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
K.S. Bharat,Wicket Keeper,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
KL Rahul,Batsman,6.0,11.0,2,3895.0,2861.0,136.14,0.0,0.0,100.0,98.71655427452686,0.0,1598.84,69.61,Fair Price
Kagiso Rabada,Bowler,6.15,9.25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Kamlesh Nagarkoti,All-Rounder,2.15,3.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kane Richardson,Bowler,3.06,5.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kane Williamson,All-Rounder,1.8,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kanishk Seth,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Karan Sharma,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Karanveer Singh,All-Rounder,0.1,0.1,1,0.0,0.0,0.0,12.0,9.24,0.0,0.0,8.0,3.6,2.4,Fair Price
Karn Sharma,Bowler,3.11,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kartik Tyagi,Bowler,2.65,4.0,2,0.0,0.0,0.0,14.0,8.99,0.0,0.0,9.333333333333332,4.2,2.8,Fair Price
Karun Nair,Batsman,2.45,5.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kedar Jadhav,All-Rounder,3.93,7.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Keemo Paul,All-Rounder,0.5,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kevin Pietersen,Batsman,4.83,9.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kevon Cooper,All-Rounder,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kieron Pollard,All-Rounder,5.4,5.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Kishore Pramod Kamath,All-Rounder,1.4,1.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kona Srikar Bharat,Wicket Keeper,0.15,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Krishnappa Gowtham,All-Rounder,4.59,9.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Krismar Santokie,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Krunal Pandya,All-Rounder,6.35,8.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Kshitiz Sharma,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kuldeep Sen,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kuldeep Yadav,Bowler,2.73,5.8,3,0.0,0.0,0.0,61.0,8.23,0.0,0.0,40.666666666666664,18.3,12.2,Fair Price
Kuldip Yadav,Bowler,0.2,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kulwant Khejroliya,Bowler,0.48,0.85,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kusal Janith Perera,Wicket Keeper,0.15,0.15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kyle Abbott,Bowler,1.2,2.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Kyle Jamieson,All-Rounder,15.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Kyle Mayers,All-Rounder,0.5,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Lakshmipathy Balaji,Bowler,1.8,1.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Lalit Yadav,All-Rounder,0.43,0.65,2,229.0,219.0,104.57,8.0,0.0,5.879332477535302,75.82481328402581,5.333333333333333,125.37,26.7,Fair Price
Lasith Malinga,Bowler,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Laxmi Ratan Shukla,All-Rounder,0.9,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Liam Livingstone,All-Rounder,4.25,11.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Lockie Ferguson,Bowler,4.03,10.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Luke Pomersbach,Batsman,2.25,2.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Lukman Hussain Meriwala,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Lungisani Ngidi,Bowler,0.5,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Luvnith Sisodia,Wicket Keeper,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
M Siddharth,Bowler,0.2,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
M. Ashwin,Bowler,1.98,4.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
M. Harisankar Reddy,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Maheesh Theekshana,Bowler,0.7,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mahipal Lomror,All-Rounder,0.42,0.95,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manan Ajay Sharma,All-Rounder,0.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manan Vohra,Batsman,0.5,1.1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mandeep Hardev Singh,All-Rounder,0.8,0.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mandeep Singh,All-Rounder,1.25,1.4,2,1692.0,1372.0,123.32,0.0,0.0,43.4403080872914,89.42063664708867,0.0,713.8,44.2,Underpaid Gem
Manish Pandey,Batsman,5.77,11.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Manjot Kalra,Batsman,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manoj Tiwary,Batsman,1.43,2.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manpreet Gony,Bowler,2.17,3.75,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manprit Juneja,Batsman,0.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manvinder Bisla,Wicket Keeper,0.6,0.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Manzoor Dar,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Marchant De Lange,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Marco Jansen,All-Rounder,2.2,4.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Marcus Stoinis,All-Rounder,2.95,6.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mark Wood,Bowler,4.5,7.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Martin Guptill,Batsman,0.75,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Matt Henry,Bowler,0.4,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Matthew Wade,Wicket Keeper,2.4,2.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mayank Agarwal,Batsman,1.3,1.6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mayank Dagar,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mayank Markande,Bowler,0.43,0.65,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mayank Yadav,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Michael Clarke,Batsman,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Michael Hussey,Batsman,3.25,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Midhun S,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Milind Kumar,All-Rounder,0.15,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Milind Tandon,All-Rounder,0.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mitchell Johnson,Bowler,3.5,6.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mitchell Marsh,All-Rounder,4.43,6.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mitchell McClenaghan,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mitchell Santner,All-Rounder,1.2,1.9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mitchell Starc,Bowler,7.2,9.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Mithun Manhas,All-Rounder,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Moeen Ali,All-Rounder,4.35,7.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mohammad Nabi,All-Rounder,0.77,1.0,3,0.0,0.0,0.0,13.0,7.24,0.0,0.0,8.666666666666666,3.9,2.6,Fair Price
Mohammad Shami,Bowler,4.58,6.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mohammed Azharudeen,Wicket Keeper,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mohammed Siraj,Bowler,2.6,2.6,2,0.0,0.0,0.0,59.0,8.49,0.0,0.0,39.33333333333333,17.7,11.8,Fair Price
Mohd. Arshad Khan,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mohit Sharma,Bowler,3.28,6.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mohsin Khan,Bowler,0.2,0.2,3,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9.333333333333332,4.2,2.8,Fair Price
Moises Henriques,All-Rounder,2.11,4.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Monu Singh,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Morne Morkel,Bowler,2.8,2.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mujeeb Zadran,Bowler,2.75,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mukesh Choudhary,Bowler,0.2,0.2,1,0.0,0.0,0.0,16.0,8.95,0.0,0.0,10.666666666666666,4.8,3.2,Fair Price
Munaf Patel,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Murali Kartik,Bowler,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Murali Vijay,Batsman,3.33,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Murugan Ashwin,Bowler,1.6,1.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Mustafizur Rahman,Bowler,1.65,2.2,4,0.0,0.0,0.0,46.0,7.7,0.0,0.0,30.666666666666664,13.8,9.2,Fair Price
Muttiah Muralitharan,Bowler,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
N Jagadeesan,Wicket Keeper,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
N. Jagadeesan,Wicket Keeper,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
N. Tilak Varma,All-Rounder,1.7,1.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Naman Ojha,Wicket Keeper,0.95,1.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nathan Coulter-Nile,Bowler,4.05,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nathan Ellis,Bowler,0.75,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nathan McCullum,Bowler,0.75,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nathu Singh,Bowler,1.3,3.2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Navdeep Saini,Bowler,1.9,3.0,3,0.0,0.0,0.0,21.0,8.38,0.0,0.0,14.0,6.3,4.2,Fair Price
Nic Maddinson,Batsman,0.5,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nicolas Pooran,Wicket Keeper,5.08,10.75,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Nidheesh M D Dinesan,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nikhil Shankar Naik,Wicket Keeper,0.23,0.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Nitish Rana,All-Rounder,3.83,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Noor Ahmad,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Obed Mccoy,Bowler,0.75,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Odean Smith,All-Rounder,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Oshane Thomas,Bowler,0.8,1.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pankaj Jaswal,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pankaj Singh,Bowler,1.12,1.12,1,0.0,0.0,0.0,11.0,9.1,0.0,0.0,7.333333333333333,3.3,2.2,Fair Price
Paras Dogra,Batsman,0.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pardeep Sahu,All-Rounder,0.13,0.2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Parthiv Patel,Wicket Keeper,1.55,1.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Parveez Rasool,All-Rounder,0.95,0.95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Parvinder Awana,Bowler,0.65,0.65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pat Cummins,Bowler,6.73,15.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Pavan Deshpande,All-Rounder,0.2,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pawan Negi,All-Rounder,2.22,8.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pawan Suyal,Bowler,0.1,0.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Peter Handscomb,Wicket Keeper,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Philip Hughes,Batsman,0.75,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Piyush Chawla,Bowler,4.4,6.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prabhsimran Singh,Wicket Keeper,1.98,4.8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pradeep Sangwan,All-Rounder,0.63,1.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pragyan Ojha,Bowler,1.88,3.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prasanth Padmanabhan,All-Rounder,0.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prasanth Parameswaran,Bowler,0.3,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prashant Chopra,Wicket Keeper,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prashant Solanki,Bowler,1.2,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prasidh Krishna,Bowler,10.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overpriced
Pratham Singh,All-Rounder,0.15,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pratyush Singh,All-Rounder,0.1,0.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Praveen Dubey,All-Rounder,0.22,0.35,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Praveen Kumar,Bowler,2.85,3.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pravin Dubey,All-Rounder,0.5,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Pravin Tambe,Bowler,0.15,0.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prayas Ray Barman,All-Rounder,1.5,1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prerak Mankad,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prince Balwant Rai Singh,All-Rounder,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prithvi Raj Yarra,Bowler,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Prithvi Shaw,Batsman,1.2,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
Priyam Garg,Batsman,1.05,1.9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fair Price
